,Query,Sql pattern new
7492,How much revenue came through geeta kalapatapu in month of august,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = 8 and T1.customers = ""geeta kalapatapu"""
7493,Which customer has AR > 90 days?,"select distinct customers from master_txn_table where AR_paid = 'unpaid' and date(transaction_date,'+90 days') <= current_timestamp"
7494,When was rago travel agency last payment?,"select transaction_date from master_txn_table where customers = ""rago travel agency"" and transaction_type = 'payment' order by transaction_date desc limit 1"
7495,"This week, what are my account payable?","select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
7496,Number of invoices created for interest earned in This year to date?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""interest earned"") and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
7497,How many invoices were paid today?,
7498,Who has the most money oustanding?,"select customers, sum(open_balance) as outstanding from ( select distinct customers, open_balance from master_txn_table ) group by customers order by outstanding desc limit 1 "
7499,What is my last revenue for kate whelan in the Last year?,"select max(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and customers = ""kate whelan"" and transaction_date BETWEEN date(current_date,  'start of year', '-1 days', 'start of year') AND date(current_date,  'start of year', '-1 days')"
7500,What were my outgoings during the This year?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date) and account_type in ('Expense','Other Expense')"
7501,"In the Last month, what has been my last revenue from cool car?","select max(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and customers = ""cool car"" and transaction_date BETWEEN date( current_date, ""start of month"", ""-1 months"") AND date( current_date, ""start of month"", ""-1 days"") "
7502,how much did we spend with mahoney mugs on supply,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""supply"") and vendor = ""mahoney mugs"""
7503,How many rago travel agency invoices are still oustanding?,"select count(*) from master_txn_table where customers = ""rago travel agency"" and Open_balance > 0"
7504,What are my AR this month/last month?,"select strftime(""%m"", transaction_date), sum(amount) from master_txn_table where account = ""Accounts Receivable (A/R)"" and strftime(""%m"", transaction_date) >= strftime(""%m"", current_timestamp) - 1 group by strftime(""%m"", transaction_date)"
7505,"In the since <date>, what has been my mean revenue from sonnenschein family store?","select avg(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and customers = ""sonnenschein family store"" and transaction_date BETWEEN date(current_date) AND date(current_date) "
7506,How much did we pay tania's nursery the This year?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""tania's nursery"" and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
7507,How many bill did Salesperson X generate yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = ""bill"" and transaction_date= date(current_date, ""-1 days"") and misc.salesperson = ""X"""
7508,Who are my outstanding debtors?,"select customer_name, balance from customers where balance != 0"
7509,"How much cash did we collect yesterday, by Salesperson?","select misc.salesperson, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"")"
7510,which product did most of our income come from yesterday?,"select product_service, sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and date(transaction_date) = date(current_date) - 1 group by product_service order by sum(credit) desc limit 1"
7511,How much did we spend on miscellaneous This year?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""miscellaneous"") and transaction_date BETWEEN date(current_date, 'start of year') AND date(current_date)"
7512,Have we billed sonnenschein family store for the repair last month?,"select transaction_id from master_txn_table where transaction_type = 'bill' and customers = ""sonnenschein family store"" and product_service = ""repair"""
7513,What are my account receivable This quarter?,select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date(current_date) AND date(current_date) 
7514,How many account receivable did Salesperson X generate yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = ""account receivable"" and transaction_date= date(current_date, ""-1 days"") and misc.salesperson = ""X"""
7515,What are my AR between <date> and <date>?,select sum(debit) from master_txn_table where account = 'account receivable' and transaction_date BETWEEN date(current_date) AND date(current_date)
7516,"As of Last year, how many invoices for gevelber photography remained unpaid?","select count(distinct transaction_id) from master_txn_table where customers = ""gevelber photography"" and transaction_type = 'invoice' and open_balance >0 and transaction_date BETWEEN date(current_date,  'start of year', '-1 days', 'start of year') AND date(current_date,  'start of year', '-1 days')"
7517,What is the average spend per month on pest control service in the last 12 months?,"select sum(debit)/12 from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where instr(account,""pest control service"") and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp)-1 and account_type in ('Expense','Other Expense')"
7518,How much did we spend on met life dental in This week?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where vendor = ""met life dental"" and account_type in ('Expense','Other Expense') and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
7519,"How much cash did we collect yesterday, by Salesperson?","select misc.salesperson, sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"")"
7520,Show how many transactions you've had with video game by dan,"select count(distinct transaction_id) from master_txn_table where customers = ""video game by dan"""
7521,How many checks did we receive yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
