,Query,Sql pattern new
4652,Show all of dukes basketball camp's transactions,"select distinct transaction_id from master_txn_table where customers = ""dukes basketball camp"""
4653,Show all transactions with travis waldron,"select count(distinct transaction_id) from master_txn_table where customers = ""travis waldron"""
4654,"This month, what are my account payable?","select sum(credit) from master_txn_table where account = 'account payable' and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) "
4655,How much money did we make This month to date?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_date BETWEEN date( current_date, ""start of month"") AND date( current_date) "
4656,What was the total invoice amount for retained earnings in august?,"select sum(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""retained earnings"") and transaction_date BETWEEN date(current_date) AND date(current_date) "
4657,How much balance diego rodriguez have available in checking account?,"select balance from chart_of_accounts where customers = ""diego rodriguez"" and account_name = 'checking'"
4658,What are my total sales by soil?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""soil"""
4659,How much did we pay tania's nursery the This week?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and vendor = ""tania's nursery"" and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
4660,How much did rago travel agency spend on travel in July?,"select sum(debit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where T1.customers = ""rago travel agency"" and instr(account,""travel"") and strftime(""%m"", transaction_date) = 7 and account_type in ('Expense','Other Expense')"
4661,When was the last time we billed for lighting,"select transaction_date from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and product_service = ""lighting"" order by transaction_date desc limit 1"
4662,What acount had our biggest expense yesterday?,"select account, sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name  where account_type in ('Expense','Other Expense') and date(transaction_date) = date(current_date) - 1 group by account order by sum(debit) desc limit 1"
4663,What was my total sales for weiskopf consulting during last month?,"select sum(credit) from master_txn_table where customers = ""weiskopf consulting"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp)-1;"
4664,How much did we spend on uncategorized expense This week?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Expense', 'Other Expense') and instr(account,""uncategorized expense"") and transaction_date BETWEEN date( current_date, ""weekday 0"", ""-7 days"") AND date( current_date) "
4665,How many checks did we receive yesterday?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'check' and transaction_date= date(current_date, ""-1 days"")"
4666,"What was the total amount collected in ""Bond Fees"" yesterday?","select sum(credit) from master_txn_table where account in ('Income','Other Income') and transaction_date = date(current_date, ""-1 days"") and product_service = 'Bond fees'"
4667,"Since Last fiscal year, how many invoices have gone unpaid?","select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and due_date < current_date and transaction_date BETWEEN date(current_date, '-3 months', 'start of year','-1 years', '+3 months') AND date(current_date, '-3 months', 'start of year','-1 years', '+3 months', '+1 years', '-1 days'); and open_balance > 0"
4668,What are my expenses for the Last fiscal year?,"select sum(debit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where transaction_date BETWEEN date(current_date, '-3 months', 'start of year','-1 years', '+3 months') AND date(current_date, '-3 months', 'start of year','-1 years', '+3 months', '+1 years', '-1 days'); and account_type in ('Expense','Other Expense')"
4669,How much we received from fountain and garden lighting?,"select sum(credit) from master_txn_table as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income', 'Other Income') and instr(account,""fountain and garden lighting"")"
4670,How many pest control did sonnenschein family store sell last month?,"select sum(quantity) from master_txn_table where customers = ""sonnenschein family store"" and product_service = 'X' and transaction_type in ('invoice', 'sales receipt')"
4671,How much has sonnenschein family store been paying us every month,"select strftime(""%m"", transaction_date), sum(credit) from master_txn_table where customers = ""sonnenschein family store"" group by strftime(""%m"", transaction_date);"
4672,What was the first invoice amount for sprinkler pipe?,"select min(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and transaction_type = 'invoice' and product_service = ""sprinkler pipe"""
4673,How much revenue came through duke basketball camp last month?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""duke basketball camp"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_date) - 1 and account_type in ('Income','Other Income')"
4674,what customers are buying less than last month,"select T1.customers, revenue_this_month, revenue_last_month from (select customers, sum(credit) as revenue_this_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) group by customers) as T1 join (select customers, sum(credit) as revenue_last_month from master_txn_table   as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where account_type in ('Income','Other Income') and strftime(""%m"", transaction_date) = strftime(""%m"", current_timestamp) - 1 group by customers) as T2 on T1.customers = T2.customers where revenue_this_month < revenue_last_month "
4675,What was the average invoice amount for landscaping service?,"select avg(credit) from master_txn_table where transaction_type = 'invoice' and instr(account,""landscaping service"")"
4676,Show number of transactions with duke basketball camp,"select count(distinct transaction_id) from master_txn_table where customers = ""duke basketball camp"""
4677,Number of invoices created for interest earned in YTD?,"select count(distinct transaction_id) from master_txn_table where transaction_type = 'invoice' and instr(account,""interest earned"") and transaction_date BETWEEN date(current_date) AND date(current_date) "
4678,How much revenue came through diego rodriguez last month?,"select sum(credit) from master_txn_table  as T1 join chart_of_accounts as T2 on T1.account = T2.account_name where customers = ""diego rodriguez"" and strftime(""%m"", transaction_date) = strftime(""%m"", current_date) - 1 and account_type in ('Income','Other Income')"
